tweet_id,text,location
ID_732544854954151936,RT Growing wildfire forces evacuation Fort McMurray oilsands camps A mandatory evacuation order issued N,Fort McMurray
ID_1003707296260730880,RT StevenSager Damaged roads downed trees near Carroll due saturating rain,Carroll
ID_1111823340644249600,My husband son I taking load hay Nebraska help flood victims We leaving first weekend April Any donations aid travel cost greatly appreciated,Nebraska
ID_1001258377337561088,Fears hero soldier swept away Maryland flash floods,Maryland
ID_1040188440808185856,Emergency workers East Tennessee morning heading South Carolina assist hurricane Florence,East Tennessee South Carolina
ID_902633007151906816,As hurricane hit Trump tweeted Mexico paying wall Mexicos response Nope But wed glad help victims Harvey,Mexico Mexicos
ID_910567344551940096,Were Mexico preparing respond deadly earthquake Donate help children emergencies like,Mexico
ID_910712435824246784,Puerto Rico Dominica smaller islands need help,Dominica Puerto Rico
ID_798137205092798464,Two people died buildings destroyed two earthquakes hit New Zealands South Island,New Zealands
ID_902915864311332864,Heres know roads Galveston County,Galveston
ID_722066317553983488,RT Death toll Ecuador earthquake jumps In towns buildings collapsed,Ecuador
ID_1031590462702813184,A group Sikh volunteers Khalsa Aid International stepped forward help Kerala flood victims,Kerala kerala
ID_1030755662014369792,All states donating Kerala ANY NEWS UPDATE HOW MUCH WB IS DONATING Please let know information,Kerala
ID_1034822063301652480,Today Afia Sahanaras Birthday This little girl donated money received birthday flood victims Kerala,Kerala
ID_1032433853808271360,RT India officially declines UAEs offer crores aid,India
ID_1062378686551416832,Animals injured California wildfires killed least Daily Mail RIP,California
ID_1167515753639268352,Waiting find evacuation orders approaching Florida declaring state emergency entire state Dorian expected become Category storm,Florida
ID_1032107704494448640,Kerala Pradesh Congress Committee moblise funds construct houses Hopefully partymen contribute rather going door door collection people directly contributing CM distress relief fund,Kerala
ID_911665105259003904,FC To friends On theyll donating sales Mexico Earthquake Relief Fund DF,Mexico
ID_1111835234000080896,We overwhelmed support across country hay hauling efforts Operation Hay Lift Thank AgXplore generously offering match donations made Nebraska Flood Relief,Nebraska
ID_1023258570912157696,Wildfires Greece engulfed dozens homes cars Over people killed hundreds injured many still missing,Greece
ID_722023526685896704,Ecuador earthquake Desperate search survivors deaths rise,Ecuador
ID_907358792362479616,Trees roads closed wind Irma intensifies Atlanta Journal Constitution,Atlanta
ID_870144996875280384,RT Severe flooding Sri Lanka affected families responding,Sri Lanka
ID_911675405979045888,RT Frida rescue dog helping find survivors Mexicos earthquake In career shes found people ht,Mexicos
ID_1035148399484366848,Hyderabad The power utilities Telangana State Tuesday sent electricity supply material worth Rs crore floodhit Kerala help State restoring power worst floodhit areas Energy Minister P Jagadish Reddy Tuesday flagged convoy trucks,Kerala Telangana
ID_729973049936756736,volunteers travel west help Alberta wildfire victims,Alberta
ID_1040148073987502080,South Carolina shelter pets evacuate Treasure Coast ahead,South Carolina
ID_905581900500262912,Flash flood warning Culebra effect PM Aviso de inundaciones repentinas para Culebra en efecto hasta las PM,Culebra
ID_913183487531786240,Help Javier Plascencia Claudia Sandoval raise funds MEXICO EARTHQUAKE relief attending Celebrity,MEXICO
ID_1113471337270530048,Mozambique Cyclone Idai Floods Flash Update No April via,Mozambique
ID_729703383083429888,RT The massive wildfire Fort McMurray covers area larger NYC left least two people dead,Fort McMurray NYC
ID_910658550304669696,RT A day powerful earthquake rattled Mexico City death toll reached least,Mexico City
ID_1067099052200861696,Guy Fieri teamed Jos Andrss World Central Kitchen provide Thanksgiving meals people displaced Californias devastating Camp Fire,Californias
ID_797823043011825664,RT A tsunami hit NZs northern coast south island following magnitude quake,NZs
ID_1040550248123379712,RT BREAKING Jacksonville hotel around people evacuated storm damage Hurricane Florence,Jacksonville
ID_1063270928036126720,Number missing California wildfires jumps Sky News,California
ID_1113266235733499904,Nebraska Flood Relief via,Nebraska
ID_1039546216588226560,DC Maryland Virginia declared State Emergency ahead Hurricane Florence Here easy tips FEMA help seniors prepare storm,DC Maryland Virginia
ID_1024283550282002432,EFKA social insurance fund announces series relief measures fire victims,EFKA
ID_1110538771940995072,Visited relief shelter Elkhorn Middle School today let Nebraska flood victims know I WITH thank incredible military personnel volunteers helping impacted THANK YOU,Elkhorn Middle School Nebraska
ID_721986050491596800,Retweeted Prashant Rao A strong earthquake struck Ecuador leaving least people dead,Ecuador
ID_910586436608442368,Can help us RT Mexicos Earthquake,Mexicos
ID_911993935865761792,Search Rescue dogs Mexico earthquake little legends D,Mexico
ID_783767017308295168,DONATE Support Haiti post Hurricane Matthew Accepting monetary donations medication hygienic items toiletries,Haiti
ID_1167840611602522112,PSA Florida state emergency If see anyonebusiness selling water emergency supplies unreasonable amount aka price gouging REPORT THEM IMMEDIATELY Its illegal preying people time need,Florida
ID_729163213393137664,RT Syrian refugees band together help Canada wildfire victims,Canada
ID_913552018366713856,RT From damaged hospitals long pharmacy lines precarious health situation Puerto Rico,Puerto Rico
ID_910555091760971776,What You Need To Know About The Mexico City Earthquake How To Help Out,Mexico City
ID_1039477306417393664,If Florence slows crawl coast could bring torrential rains Appalachian mountains far away West Virginia causing flash floods mudslides dangerous conditions,Appalachian West Virginia
ID_1030394717073108992,Please rescue family including elderly women stranded second floor house without food water electricity The water nearly reached second floor Opp Edanattidam Devi Shekthram Arattupuzha Chengannur Mobile,Arattupuzha Chengannur
ID_771432157390659584,earthquake triggered tsunami warning East Cape People told go tsunami sightseeing,East Cape
ID_797976895342002176,NEW ZEALAND EARTHQUAKE Rotary New Zealand WCS working New Zealand Disaster Relief Forum email infoorg,NEW ZEALAND New Zealand
ID_730154924449763328,White Spot Fundraiser Supports Fort McMurray Wildfire Victims,Fort McMurray
ID_908358743401824256,Gov Deal Irma damage Georgia Its everywhere,Georgia
ID_1167513707179585536,Today local volunteers flying They heading Florida help prepare Hurricane Dorian Coming noon Ill tell help long,Florida
ID_1117415374251802624,Learn story Beira womens team efforts help whatever way,Beira
ID_1030730126009323520,The State Bank India SBI donated Rs crore Chief Ministers Distress Relief Fund CMDRF announced waiver fees charges services offered bank Kerala,India Kerala
ID_1026584520601026560,RT Thank THI wonderful effort help victims Greece wildfires,Greece
ID_1021797760855617536,Ladies gentleman thiscreature wants called human people die others injured makes politicians every time need help EU To make Well kind us wish worst wildfires SWEDISH FUCK,EU
ID_910533090384142336,RT UPDATE magnitude earthquake strikes Puebla state causing damage buildings,Puebla
ID_910676832592293888,RT Friends NYC donate Puerto Rico Hurricane Maria relief efforts,NYC Puerto Rico
ID_1167505779479285760,FEMA AZTF readying case callup Hurricane Dorian relief efforts AZTF could activated today tomorrow ready make hour mile drive Tallahassee Florida,Florida Tallahassee
ID_798069897708216320,Updated Two Killed New Zealand Earthquake All well Auckland,Auckland New Zealand
ID_1064670404629938176,Another volunteer heads California help wildfire victims I feel I need go,California
ID_721761990419607552,RT Hundreds killed powerful earthquake strikes Ecuador,Ecuador
ID_1041100735201595392,At AM EDT SSW Conway Horry Co SC MEDIA reports HURRICANE TREE FELL DOWN ON HOUSE CAUSING ROOF DAMAGE ON NEW RD IN CONWAY,CONWAY
ID_798614715832250368,Australia stepping assistance New Zealand deadly earthquake countrys South Island,Australia New Zealand South Island
ID_1061321903380455424,RT BREAKING Sheriffs official Two found dead Southern California wildfire doubled size AP,California
ID_1110306092725268480,NEBRASKA Were Or well Now running D Welcome letter D Adrian Martinez profile D sub going Nebraska flood relief efforts,NEBRASKA Nebraska
ID_1030416296603615232,RT Kerala journalist cancels daughters engagement donates money CMs relief fund FFFFF,Kerala
ID_914820745024430080,potentially damaged structures Coatetelco Miacatlan Municipality Morelos State Mexico,Coatetelco Mexico Miacatlan Morelos
ID_870834244591001600,Indias gift Sri Lanka action Ambulances dedicated flood areas providing vital pre hospital care,Sri Lanka
ID_1041705787796664320,At AM EDT ENE Rogers Corner Mecklenburg Co VA CALL CENTER reports TORNADO DAMAGE TO A RESIDENCE AND NUMEROUS TREES DOWN LAW ENFORCEMENT REPORTED SEEING A TORNADO,Mecklenburg Co VA
ID_1031094004849364992,I Donating per retweet per like Kerala relief fund,Kerala kerala
ID_1030780095751892992,Folks let us follow footsteps contribute whatever fellow countrymen time grief Donate CMs Distress Relief Fund Account No Bank State Bank India IFSC SBIN SWIFT CODE SBININBBT,India
ID_1107972392209522688,RT ZNA officers distribute food survivors Sykeline Chimanimani yesterday,Chimanimani
ID_721752677026111488,Ecuador earthquake Death toll soars,Ecuador
ID_728963613436706816,RT UPDATE joins Fort McMurray wildfire relief,Fort McMurray
ID_1116814505969946624,Its glitz glamour Zimbabwes biggest awards showcaseDonations towards Cyclone Idai much welcome Edition,Zimbabwes
ID_1042025274202890240,A yearold boy North Carolina died flood waters Hurricane Florence swept car away,North Carolina
ID_914140192453255168,Luis I lost money earthquake Mexico But please tell theres still way I help Puerto Rico,Mexico Puerto Rico
ID_783936872334499840,Hurricane Matthew Death toll Haiti rises rescuers struggle reach storm zone,Haiti
ID_1040554344465264640,Good morning Heres whats happening Hurricane Florence nears landfall Governor Andrew Cuomo wins New York primary Gas explosion Boston suburbs drives residents,Boston New York
ID_910712552362930176,RT Puerto Rico Officials says island destroyed Hurricane Maria Pls RT,Puerto Rico
ID_1032104600818442240,United Arab Emirates UAE offering financial assistance Rs crores best news I heard In long time Fills heart,United Arab Emirates
ID_1167507561966272512,OR WA Red Cross volunteers assist Hurricane Dorian,OR
ID_913520768918577152,We donated help families affected employees Mexico lending helping hand,Mexico
ID_901290137589559296,Damage Kings Square apartments Corpus Christi Photo David H,Corpus Christi Kings Square apartments
ID_913928286161506304,REITs Aiding Recovery Assessing Damage Puerto Rico More one week Hurricane Maria swept across,Puerto Rico
ID_1062057331343671296,Gov Brown firebesieged California hit back Trump blame tweet Governor Brown also asks White House disaster relief funds state The death toll,California
ID_1110780650787868672,Not trying ruin Monday But like disaster happens Africa barely pay attention The death toll Cyclone Idai least people across Southern Africa killed Mozambique dead Zimbabwe killed Malawi No hastags Nothing,Africa Malawi Mozambique Southern Africa Zimbabwe
ID_1039539465067421696,Hurricane Florence evacuees offered discounts Legoland Atlanta Atlanta Journal Constitution,Atlanta
ID_901775374794809344,Didnt go funerals campus female Virginia students hospital broken bones KKK hurricane killed Charlottesville,Charlottesville Virginia
ID_797908241363521536,RT I need info friends parents tourists USA visiting Kaikoura Can help,Kaikoura USA
ID_913980526708580352,I Love Mexico proceeds pin Ive designed assist earthquake aid recovery,Mexico
ID_1063630871415144448,NBCWashington At least people dead Northern California wildfire others missing sheriff says,California
ID_1039890285462003712,To help residents businesses emergency personnel stay connected weve opened Xfinity WiFi hotspots across Beltway Region customers noncustomers alike,Beltway
ID_1110613083699990528,Help us raise money Lakeview FFA Chapter Columbus Nebraska purchasing FFA Healing Heartland shirt Custom Ink fundraiser If dont know help great option Shirts ship straight house SHHS,Columbus Nebraska
ID_722207524955492352,RT Water Ecuador providing emergency aid Muisne following weekends magnitude earthquake Ecuador,Ecuador Muisne
ID_1001511044215443456,Flooded homes businesses Crumpled cars Residents one rainsoaked Maryland mill town wonder whether rebuild leave,Maryland
ID_721759042478034944,Strongest Earthquake Since Hits Ecuador Killing Over In Colombia quake felt cities like,Colombia Ecuador
ID_1176494297228726272,RT BREAKING death toll rises injuries upto EQ AJK,AJK
ID_1022665697745350656,GREECE hit devastating flash floods aerial pictures show entire towns destroyed wildfires,GREECE Greece
ID_1064387666026864640,RT BREAKING Northern California sheriff says names remain list unaccounted deadly wildfire dead,California
ID_1001449160774705152,With Roar Flash Flood Smashes Into Maryland Community Roaring flash floods struck Maryland city Sunday wracked similar devastation two years ago main street turned raging river reached first floor buil,Maryland
ID_915274174519808000,RT U donate profits Mexico gigs temporarily shelters earthquake victims,Mexico
ID_1111836722810097664,Pine Ridge Reservation Nebraska They dire dire straits If contacts able least truck water via tanker large vessel whats desperately sought right They trapped addl snow ground,Nebraska
ID_914487564366643200,Recently Mexico hit magnitude earthquake The earthquake caused damage Mexican states,Mexico
ID_1112780870551781376,Boehringer Ingelheim Animal Health USA Inc lending hand Nebraska farmers ranchers including many customers devastated recent floods Nebraska Find,Nebraska
ID_1111704753988399104,As flooding ravaged Central Nebraska earlier month many stepped help need including one Wood River middle school student,Nebraska
ID_912964378030477312,Hurricane Maria kills two Guadeloupe Americas RFI,Guadeloupe
ID_729088408233099264,Please help people evacuate wildfire Fort McMurray,Fort McMurray
ID_1001530803413770240,The body yearold Eddison Hermond National Guard member vet found searchers scouring Patapsco River He last seen early Sunday evening trying help woman seething brown waters surged Ellicott City,Ellicott City Patapsco River
ID_1061819354310881280,The Camp Fire death toll risen fire equal Californias deadliest destructive wildfire last years,Californias
ID_1167634525536641024,Hurricane Dorian strengthened Cat hurricane approaches coast Today SC Regional Red Cross officials told volunteers standby ready assist Heres theyre prepare,SC
ID_722050613933117440,RT The impact yesterdays magnitude earthquake destroyed buildings Ecuador become even,Ecuador
ID_1039575332947251200,Heres Beaufort didnt reverse highways SC Gov called Hurricane Florence evacuation,SC
ID_914247946409058304,Hurricane Maria Puerto Rico Relief Charity Event via,Puerto Rico
ID_1110989300827598848,Maybe check see FEMA volunteers farmers Nebraska right,Nebraska
ID_722199489168154624,RT FB friends willing donate affected families Ecuador may cousins link h,Ecuador
ID_797857699631276032,RT MAG quake rocks New Zealand PTWC There tsunami threat Hawaii REPEATNO THREAT TO HAWAII,HAWAII Hawaii New Zealand
ID_1066036811754016768,Californias Electricity Giant Faces Possible Billion In Damages For Fires That Have Killed via,Californias
ID_914347367691902976,Hurricane Marias death toll Puerto Rico much higher official count Must certified counted,Puerto Rico
ID_1111128396459896832,Current state Detour Road Chimanimani making challenging Food Items NonFood items reach need,Chimanimani
ID_1001243755142266880,Governor declares emergency Maryland floods May UPI Maryland Gov Larry Hogan declared state emergency flash flooding ripped Ellicott City submerging first floor businesses UPI,Ellicott City Maryland
ID_1168183946712178688,Mandatory evacuations issued barrier islands Florida Hurricane Dorian The Red Cross stepping provide aid wake Hurricane Dorian Jillian Mele reports,Florida
ID_1113152211784269824,Turkey set tent city people Mozambique hit hard last months deadly tropical F AFAD built tent city support National Medical Search Team UMKE Tica town near central Beira city,Beira Mozambique Tica Turkey
ID_1168351085481943040,Casualties reported Abaco Reports people dead Marsh Harbour Turtle Cay including women children The death toll likely rise,Abaco Marsh Harbour Turtle Cay
ID_797873628154970112,Im tired weve massive earthquakes tsunami warnings New Zealand I work soon well D,New Zealand
ID_1110700920390725632,NEBRASKA FLOODS UpdateUpdateUpdate Nebraska disaster relief trip Sunday I believe serving Omaha feeding unit We cooking displaced residents volunteers types,NEBRASKA Nebraska Omaha
ID_914077533045444608,Relief Efforts Puerto Rico ramping bring needed help devastated Hurricanes Irma Maria,Puerto Rico
ID_1168362308948697088,RT BX Governor announces mandatory evacuations parts Georgia ahead,Georgia
ID_913570307167813632,HCC offers instate tuition Puerto Rican students displaced Hurricane Maria,Puerto Rican
ID_903480685805002752,Gospel singer broke song shelter Houston evacuees We came lend gifts,Houston
ID_908888929469857792,Hurricane Irma Blood donations needed help victims Florida,Florida
ID_1113125853087461376,Please include DECLARATION OF A STATE OF EMERGENCY For Pine Ridge Indian Reservation South Dakota due severe winter weather severe flooding blizzard conditions,South Dakota
ID_798008007313367040,RT Slip dam Clarence River breached All residents downstream evacuate immediately Source,Clarence River
ID_1001155244011720704,National Guard member missing flash floods devastate historic Maryland town,Maryland
ID_1001522168193343488,Missing national guardsman Eddison Hermond found swept away flash flood Maryland Unfortunately didnt survive My thoughts prayers family,Maryland
ID_1030768329567363072,If confusion whether donate Kerala floodscoorg think happened gives birth,Kerala
ID_1167541216633872384,Due potential impacts declared State Emergency NC Commissioner Troxler released statement transportation waivers livestock poultry feed crops ready harvested,NC
ID_1002895177751511040,Mustwatch videos week A man scales apartment building hopes rescuing child floods send cars floating Maryland streets young boys question makes White House press chief emotional These videos dont want,Maryland
ID_1167523868745064448,RT Georgia opens evacuees Atlanta Motor Speedway others,Atlanta Motor Speedway Georgia
ID_913997263810285568,Death Toll Mexico Quake Climbs The death toll Mexicos Sept earthquake,Mexico
ID_721615746380472320,RT Powerful magnitude earthquake strikes Ecuador dead Villages totally devastated,Ecuador
ID_798536903553204224,All Black Captain US Navy team provide disaster assistance devastating New Zealand Earthquake,New Zealand
ID_910717683544592384,Dozens children adults still missing school collapsed Mexico following magnitude earthquake,Mexico
ID_1168137322036158464,huge storm thats roughly size State Georgia Its eye NOT need onshore cause serious damage Hurricane Mathew caused billion damages FL eye stayed offshore,FL Georgia
ID_722055215562756096,RT Ecuador earthquake death toll risen countrys security minister confirms AP,Ecuador
ID_730137617681915904,Another generous initiative help victims Fort McMurray wildfire On Wednesday May thats,Fort McMurray
ID_908855404700028928,JAX continues Flood Warning Santa Fe River Hildreth On Us Bridge FL till Sep AM EDT,Santa Fe
ID_877757851657093120,Sri Lanka FM Ravi Karunanayake recivg INS Kirich crew Colombo port rchd prmptly day flood rescue relief followng PM directive,Sri Lanka
ID_1001147793904427008,Howard County officials searching man reported missing Ellicott City flood,Ellicott City Howard County
ID_1064892279616430080,Canadian Couple helps California Wildfire Victims,California
ID_1062073035820281856,The California wildfires continue burn death toll continues rise CBS News Correspondent ground Malibu todays Reporters Notebook Listen,California Malibu
ID_797968148372815872,Major road damage near Mt Lyford See photos damage New Zealand,Mt Lyford New Zealand
ID_1110310290527322112,Manufacturers know solve problems Great see stepping deliver emergency canned drinking water impacted Nebraska floods,Nebraska
ID_1022493867872931840,Thank much Aurore concern This week total disaster Greece So many people died houses burnt people I know lost houses fire I hope end,Greece
ID_913123459470888960,View hotel building abandoned damaged following last earthquake Mexico City September,Mexico
ID_1108235420003979264,Mozambique Malawi Zimbabwe created inland oceans running mile mile water treelevel says ground Emergency bigger hour,Malawi Mozambique Zimbabwe
ID_1176499031083757568,Deeply concerned major hits Azad Kashmir close surface causing massive destruction wake Prayers deceased souls may Allah protect us calamities Ameen,Azad Kashmir
ID_1111317686582161408,Another local roundup floodrelated issues Northeast Nebraska including cost new water line Spencer find assistance,Nebraska
ID_783930865701179392,Haiti Starts Gauge Full Damage Hurricane Matthews Rampage LES CAYES Haiti Two days,Haiti LES CAYES
ID_911817176411250688,listen monsta x asked manager could donate money concert help mexico affected earthquake,mexico
ID_911794362345963520,community RT loverespect please hommage Frida rescue dog saved lives Mexico City earthquake,Mexico
ID_1041236511134441472,Even makes landfall medical professionals like Steven Ball paramedic NDMS Disaster Medical Assistance Team helping patients evacuated advance storm shelter evacuees medical needs North Carolina,North Carolina
ID_1068561051375955968,Death toll missing wildfires specifically Paradise California much higher officials reporting,California
ID_1031839732597018624,Thank Arul Proud part Honest Kind Great Organisation Please help us help Kerala We involved direct relief work Kerala,Kerala
ID_1002006761795129344,Marylands Democratic candidates governor focused much second televised debate Wednesday painful recent events state including death Baltimore County police officer devastating flooding Ellicott City,Baltimore Ellicott City
ID_1110994651379654656,Nebraskas latest weather disaster caused billion damages including homes businesses state infrastructure But working support farmers lowincome families Learn,Nebraskas
ID_1041623847907221504,This morning death toll North Carolina including two babies On starting well destruction plus help,North Carolina
ID_1001318611116478464,Ellicott City MD got pummeled yesterday flash flooding,Ellicott City MD
ID_1168347194463838208,JUST IN Evacuations ordered Florida South Carolina,Florida South Carolina
ID_733004995877081088,RT Fort McMurray native Ads alum reflects damage hometown,Fort McMurray
ID_908783124578004992,Explaining whats sponsored hygiene kits Freetown mudslide survivors Angela,Freetown
ID_731691401700745216,NS NB PEI contribute Fort McMurray relief efforts,Fort McMurray
ID_728533519006355456,RT Wind gusts hampering efforts fight Fort McMurray wildfire hectares size,Fort McMurray
ID_1168302567711006720,UPDATE impacts Orange county Tropical storm conditions expected damage trees powerlines rain tornado threat squalls Worst arrives Tuesday Wednesday outer bands late Monday,Orange county
ID_797858498612752384,RT People Christchurch driving Port Hills Civil Defense issues tsunami warning entire East Coast N,Christchurch
ID_910683436209205248,I Children killed Mexico earthquake dead toll hits,Mexico
ID_1112624335297134592,Government assures United Nations donations victims distributed none partisan way,United Nations
ID_783437329721679872,RT Powerful hurricane lashes Haiti moves toward Cuba The extremely dangerous storm already killed lea,Cuba Haiti
ID_1108278425184362496,Get touch Malawi Red Cross support Malawi flood victims,Malawi
ID_798016972105523200,RT Appox tourists Kaikoura area Plans underway use Defence Force planes ships help desperate get,Kaikoura
ID_797919902568837120,RT Deaths major damage severe quake hits Hanmer Springs,Hanmer Springs
ID_911694546521645056,RT Come say hi Richs San Diego F tips go affected earthquake Mexico,Mexico San Diego
ID_728575752728256512,Fort McMurray wildfire evacuees head south mass road convoy Helicopter leads initial convoy vehicl,Fort McMurray
ID_910560481097613312,RT Dozens killed powerful earthquake rocked Mexico City surrounding states,Mexico City
ID_1062493438220787712,The identities people died mystery forensic testing needed victims determine aftermath Paradise,Paradise
ID_784699038990041088,Some people asked hurricane Haiti help Go folks mentioned,Haiti
ID_912140464677179392,Our IFAW team currently mobilizing Mexico City aid earthquake relief efforts Stay tuned updates These animals need us,Mexico City
ID_910683676140224512,RT NEW Around seven people dead Dominica Hurricane adviser countrys prime minister says toll expected rise,Dominica
ID_721738391767949312,please help needed Ecuador earthquake,Ecuador
ID_783840498062532608,Hurricane Matthew hits Bahamas unlikely reach RI video PORTAUPRINCE Haiti AP Rescue workers,Bahamas Haiti
ID_1106784913519452160,You forgot mention victims Mozambique,Mozambique
ID_1029014132681519104,The EHII House Tiles Lerna one spectacular buildings Early Bronze Age Greece tilecovered roof destroyed fire ca BC covered large tumulus,Greece
ID_1061493022594977792,RT Death toll rises Californias destructive fire ever,Californias
ID_1066888639001415680,Last I heard There missing California wildfires Did find,California
ID_907010185528561664,Storm UpdateIrma More much needed help headed Florida Special THANK YOU goes Bay Area Search,Florida
ID_1022125369099472896,Click support Support victims wildfire Greece organized Ellas TV,Greece
ID_798759186456662016,Several Wellington CBD buildings deemed unsafe,Wellington
ID_906302742817275904,Alabama State Emergency ahead ensure resources personnel place respond event needed,Alabama
ID_798314113126404096,Live Updates Raw video shows floodwaters streaming earthquake cracks Wellingtons destroyed roads pipes,Wellingtons
ID_910537800289746944,RT MT Drone footage shows destruction Mexico City caused earthquake,Mexico City
ID_730917894591221760,RT In addition bn damage Fort McMurray wildfire significant environmental impacts via,McMurray wildfire
ID_797987000259203072,warning officially lifted Worst hit areas include Ward Waiau Seddon Kaikoura coast,Kaikoura Seddon Waiau Ward
ID_1176547950794813440,RT Earthquake Azad Kashmir Pakistan,Azad Kashmir Pakistan
ID_1168176148490215424,And begins hurricane evacuation shenanigans running thecbboutique Hyatt Regency Orlando,Orlando
ID_1061239977282072576,At least dead California wildfires tens thousands flee homes Breaking News EmailsGet breaking news alerts special reports The news stories,California
ID_901443936392273920,Severe damage Aransas County Airport near Rockport Fulton Texas,Aransas County Texas
ID_1168243166517948416,Strong damage seen throughout Abaco Islands due Hurricane Dorian More come hurricane continues pass,Abaco Islands
ID_1110968916241727488,No mam dont get use Midwest ideals youve repeatedly pointed fingers ag production major cause climate change Side note Nebraska land ag usage state donate help via Nebraska cattlemans,Nebraska
ID_797794546016882688,RT A metre tsunami HAS HIT Kaikoura Civil Defense warned people coastal areas South Island,Kaikoura
ID_1167985025037389824,National VOAD members preparing respond communities affected If would like volunteer donate Florida please visit,Florida
ID_783566533834539008,Haiti taken direct hit Hurricane Matthew triggering major flooding landslides LauraTurner,Haiti
ID_1176498643047735296,Heart Breaking views damaged roads Jaltan Road Mirpur Kashmir May Allah protect us I request people please something practical relief operations affected areas,Jaltan Road Kashmir Mirpur
ID_1106905689107169280,Another serious disaster Zimbabwe people confirmed dead,Zimbabwe
ID_913609163753713664,RT Run Golden Boys raising money help victims recent earthquake Mexico You support,Mexico
ID_1108328753351012352,RT Make way Presbyterian church Highlands relief donations kind,Presbyterian church
ID_910537905730449408,Heres How You Can Help Mexico Earthquake Victims On Tuesday devastating earthquake hit Mexico With mag,Mexico
ID_798669523993776128,Aftershocks causing buildings Wellington evacuated The earthquakes even centered Capital This isnt good,Wellington
ID_1037081250501091328,Telangana Haj Committee Chairman Masi Ullah Khan pledged donate one months salary Kerala flood relief,Kerala Telangana
ID_728559840147189760,Media Statement Tim Hortons Donates Fort McMurray Wildfire Relief Efforts Thank,Fort McMurray
ID_1110664517044834304,A group headed Nebraska Wednesday help farmers devastated blizzards floods,Nebraska
ID_911955721033416704,RT Five days earthquake killed Mexico Chilangos face gnawing uncertainty housing,Mexico
ID_1001179344360755200,RT Maryland Governor Declares State Emergency Heavy Flooding Ravages Baltimore Region,Baltimore Maryland
ID_1041935435348553728,My heart breaks devastation caused Bridge Hope ground trucks full essential emergency relief Thank responding compassionately help reach lives Carolinas US southeast,Carolinas US
ID_1021734359097925632,Tuesday Afternoon Stream Financial Aid Stream lost house yesterdays Athens wildfires Greece Every little bit help kla,Athens Greece
ID_1168213460125196288,Cat Hurricane Dorian continues beat Abaco maximum sustained winds mph Some residents Green Turtle Cay stayed despite govt calls evacuate One told reporter Rashad Rolle would evacuated knew strong storm would,Abaco Green Turtle Cay
ID_800158594704572416,New Zealand earthquake damage map Images reveal massive destruction,New Zealand
ID_729906865157607424,Big hand Labatts Brewing Canada stopped beer production fresh drinking water send wildfire victims X,Canada
ID_1039460962460479488,Volunteers linemen lifeguards Central Florida prepping,Florida
ID_906244448576835584,Irma Forces Largest Miami Evacuation After Wrecking Islands,Miami
ID_902903651387236352,Can please share My family trapped inside nearly hours Help needed urgently Port Arthur,Port Arthur
ID_908420566234931200,Elderly residents trapped Jacksonville highrise Irma,Jacksonville
ID_721883016843436032,Anyone parts wants make donation directly aid services HERE ECUADOR,ECUADOR
ID_1040557953957457920,RT Much New Bern NC water A lot water,NC New Bern
